snapped_at,price,market_cap,total_volume
2025-04-30 00:00:00 UTC,18.523584727048878,6172575415.163493,121700926.227493
2025-05-01 00:00:00 UTC,19.97358851360065,6669093698.975289,126946486.04628111
2025-05-02 00:00:00 UTC,19.938196512549435,6658050086.86778,185706825.46654797
2025-05-03 00:00:00 UTC,20.765487965359863,6933272149.966847,119865095.61039066
2025-05-04 00:00:00 UTC,21.053277627522718,7030500902.431028,84877543.09605294
2025-05-05 00:00:00 UTC,19.82126255832817,6617000552.038533,78347939.35772102
2025-05-06 00:00:00 UTC,20.291206627491583,6773627647.801914,96779308.70062993
2025-05-07 00:00:00 UTC,20.993991169160616,7016129459.917115,123249933.63125703
2025-05-08 00:00:00 UTC,21.04119634664567,7027777221.520977,97658267.13369241
2025-05-09 00:00:00 UTC,23.23208312250106,7749149492.658948,215487859.5865357
2025-05-10 00:00:00 UTC,24.732218060200964,8301600492.85913,251086638.39144316
2025-05-11 00:00:00 UTC,26.094998286198674,8709061616.950268,145636437.81416577
2025-05-12 00:00:00 UTC,24.873025270358454,8304814584.903163,200447225.67157948
2025-05-13 00:00:00 UTC,24.903551350560527,8316090296.437775,207263342.63909987
2025-05-14 00:00:00 UTC,25.859956038212943,8633549490.33034,173788591.774739
2025-05-15 00:00:00 UTC,25.176002334199495,8406989644.10033,133689117.34186831
2025-05-16 00:00:00 UTC,26.089948335328526,8712423142.914597,160546088.7078664
2025-05-17 00:00:00 UTC,26.85787148802181,8968875776.048248,202805001.10002863
2025-05-18 00:00:00 UTC,25.84904488584187,8632491399.611498,151736746.33139646
2025-05-19 00:00:00 UTC,26.932859341033545,8981819172.49508,143626840.91683182
2025-05-20 00:00:00 UTC,26.566692733802547,8871852059.324078,201077826.36681417
2025-05-21 00:00:00 UTC,26.49650724473135,8843566136.541882,133574204.31429914
2025-05-22 00:00:00 UTC,28.17004432608561,9406617544.567968,234524935.40354005
2025-05-23 00:00:00 UTC,33.246088228795934,11101751926.494967,486883783.1064223
2025-05-24 00:00:00 UTC,32.71763634897189,10925340759.914028,570568732.8573723
2025-05-25 00:00:00 UTC,35.152204961654235,11854470036.032333,309389692.76675475
2025-05-26 00:00:00 UTC,38.80603103175202,12957352426.182076,414681710.07930106
2025-05-27 00:00:00 UTC,37.23693100796054,12432323568.469227,401670799.49516827
2025-05-28 00:00:00 UTC,36.01496758499077,12031116931.409107,339207636.7056436
2025-05-29 00:00:00 UTC,34.28575198638715,11449239538.504051,302961992.4534873
2025-05-30 00:00:00 UTC,31.665854427583675,10574121137.147957,337661838.779846
2025-05-31 00:00:00 UTC,32.457688969530324,10838537004.601336,387093262.19120985
2025-06-01 00:00:00 UTC,32.87551280603348,10976212439.011482,230406004.42123348
2025-06-02 00:00:00 UTC,34.15379701700318,11381635338.841602,163721990.92701897
2025-06-03 00:00:00 UTC,36.47954516732336,12180816832.150307,264565086.210001
2025-06-04 00:00:00 UTC,36.2144791382086,12169069558.209824,307050609.80483484
2025-06-05 00:00:00 UTC,35.70561690074421,11922550178.869995,259442508.4734292
2025-06-06 00:00:00 UTC,34.07247568331995,11378342035.544176,384620164.2258648
2025-06-07 00:00:00 UTC,33.27671737263694,11114195412.73491,266833339.26056468
2025-06-08 00:00:00 UTC,34.94870486039562,11669031510.23323,138484729.42449337
2025-06-09 00:00:00 UTC,35.139180949288004,11739056141.856068,135268520.93626785
2025-06-10 00:00:00 UTC,38.68610165512971,12917710319.454016,310305166.5980101
2025-06-11 00:00:00 UTC,42.1438027449725,14076722669.376968,523971469.2961454
2025-06-12 00:00:00 UTC,41.820138543645854,13939423006.95427,472589147.0681535
2025-06-13 00:00:00 UTC,41.03834319795403,13719974820.44877,410125827.93943155
2025-06-14 00:00:00 UTC,42.43492298449233,14173285516.423496,681592115.1525352
2025-06-15 00:00:00 UTC,40.16929485136564,13417786690.583944,225337749.10971326
2025-06-16 00:00:00 UTC,41.215225040719986,13762925086.138048,186535703.04792947
2025-06-17 00:00:00 UTC,42.45264561094897,14209699312.53539,435075698.20852906
2025-06-18 00:00:00 UTC,40.16752722439957,13413180668.102697,540645133.6979434
2025-06-19 00:00:00 UTC,39.25586839852591,13049736590.509396,433761986.3820361
2025-06-20 00:00:00 UTC,36.93935898191048,12334035492.03743,322366582.4939824
2025-06-21 00:00:00 UTC,33.365328270499035,11132205232.77422,410665437.21859044
2025-06-22 00:00:00 UTC,33.42847443414124,11014186612.995348,308446109.8987103
2025-06-23 00:00:00 UTC,35.675517628862465,11913060672.363956,490309151.53057367
2025-06-24 00:00:00 UTC,38.366100559938346,12790981363.6768,524352767.59235495
2025-06-25 00:00:00 UTC,37.37583912971835,12480248893.640661,348019349.3149589
2025-06-26 00:00:00 UTC,36.921998047968756,12329295610.121758,300801124.15990114
2025-06-27 00:00:00 UTC,35.78125502234752,11961420499.780115,248955145.10592046
2025-06-28 00:00:00 UTC,36.503417353626155,12189504984.117931,178695281.36534646
2025-06-29 00:00:00 UTC,37.68025171061369,12580998479.189299,125800115.81795226
2025-06-30 00:00:00 UTC,39.75680048855707,13277807854.369104,211072410.1277785
2025-07-01 00:00:00 UTC,39.528977128071276,13209437480.168858,277017363.07537997
2025-07-02 00:00:00 UTC,36.88097944071034,12313773737.979628,239144799.79059637
2025-07-03 00:00:00 UTC,40.013806986502345,13370109883.587852,266936459.7788976
2025-07-04 00:00:00 UTC,40.19270104432407,13421820444.206207,212282345.46199
2025-07-05 00:00:00 UTC,39.13121408813409,13065482905.462044,220407363.46169764
2025-07-06 00:00:00 UTC,39.10752805891006,13057796555.884842,143288649.47685233
2025-07-07 00:00:00 UTC,39.78011374048965,13285983399.042915,159383758.39696848
2025-07-08 00:00:00 UTC,38.57616730167481,12899964504.706018,221823499.02579826
2025-07-09 00:00:00 UTC,38.85703716213116,12972881524.136242,262108725.4202995
2025-07-10 00:00:00 UTC,40.873203535284084,13651313974.578197,277096599.481642
2025-07-11 00:00:00 UTC,43.72773890917746,14608648492.721962,383090473.25018716
2025-07-12 00:00:00 UTC,46.18462545490369,15415822894.302444,565173516.2251141
2025-07-13 00:00:00 UTC,47.1392590009674,15672324397.741354,385186460.62182164
2025-07-14 00:00:00 UTC,48.554395884899556,16196078718.21358,412100376.13908005
2025-07-15 00:00:00 UTC,47.406931423402526,15822983269.279728,464418888.10102016
2025-07-16 00:00:00 UTC,48.003259292074596,16052705082.83019,386489871.8353012
2025-07-17 00:00:00 UTC,47.10029117080998,15729004308.25569,387513031.5447911
2025-07-18 00:00:00 UTC,45.97444370650513,15366765429.836985,537347348.847048
2025-07-19 00:00:00 UTC,44.39139740794054,14831572298.41187,543238065.0181276
2025-07-20 00:00:00 UTC,44.35536950792617,14815153368.7117,239099972.94137973
2025-07-21 00:00:00 UTC,46.032018941944486,15364649180.48845,375483394.4311763
2025-07-22 00:00:00 UTC,44.226589643111566,14773092738.319664,338850440.72740597
2025-07-23 00:00:00 UTC,46.08565290610266,15388438089.75452,373298202.0742182
2025-07-24 00:00:00 UTC,43.718915830785654,14584034112.478317,394888571.4556474
2025-07-25 00:00:00 UTC,42.14346559459078,14059137329.184454,308959434.4788321
2025-07-26 00:00:00 UTC,44.14761961129802,14725022064.78498,328930932.28609884
2025-07-27 00:00:00 UTC,43.441719297192556,14490755513.241936,167010608.06105945
2025-07-28 00:00:00 UTC,43.66027883704189,14566440839.25481,228913517.5692899
2025-07-29 00:00:00 UTC,43.61114310792471,14536642218.350927,520855841.1833173
2025-07-30 00:00:00 UTC,43.40651188107463,14477541096.2685,516518379.80642325
2025-07-31 00:00:00 UTC,42.21655794342221,14077254592.728718,344006569.47143
2025-08-01 00:00:00 UTC,40.902421792848756,13645439852.546972,427798406.34306115
2025-08-02 00:00:00 UTC,37.485714934691885,12477879460.70337,577815782.5519946
2025-08-03 00:00:00 UTC,37.00481614091776,12384242743.146992,290376382.21943116
2025-08-04 00:00:00 UTC,38.219851618472106,12751172005.412374,240311081.87841314
2025-08-05 00:00:00 UTC,38.76249139897457,12937767158.544039,243778867.78922138
2025-08-06 00:00:00 UTC,38.477551469981144,12842456232.725584,293371474.9187732
2025-08-07 00:00:00 UTC,38.06903466081499,12705392078.842941,178603941.6017042
2025-08-08 00:00:00 UTC,40.90232344019403,13657118496.887945,198471113.3446597
2025-08-09 00:00:00 UTC,41.00741169123959,13685846672.75974,200898287.31693545
2025-08-10 00:00:00 UTC,43.771688415140346,14610174801.009216,272100503.10747755
2025-08-11 00:00:00 UTC,45.225702202855565,15071161527.14301,195652229.89823484
2025-08-12 00:00:00 UTC,43.247814097275025,14433731874.924635,301809436.3711877
2025-08-13 00:00:00 UTC,44.890271196586674,14983180265.828186,353257376.17289543
2025-08-14 00:00:00 UTC,47.72937278204948,15930775914.574924,518851303.309291
2025-08-15 00:00:00 UTC,45.661212677278435,15264438720.891302,528459543.61831784
2025-08-16 00:00:00 UTC,47.57644744476903,15865843698.893532,459682927.06316704
2025-08-17 00:00:00 UTC,46.385166505533675,15490372424.117723,138763341.95629847
2025-08-18 00:00:00 UTC,46.2620137675712,15450727895.79135,180380714.95972165
2025-08-19 00:00:00 UTC,43.162330061528415,14404057433.05427,308084236.0599105
2025-08-20 00:00:00 UTC,41.11314573321907,13684830010.38108,328358204.60709476
2025-08-21 00:00:00 UTC,42.91739796387109,14330600922.29383,317554771.9295859
2025-08-22 00:00:00 UTC,40.505160346692314,13511563818.535362,234159416.722866
2025-08-23 00:00:00 UTC,45.32869311456908,15126451923.32758,415291780.17915505
2025-08-24 00:00:00 UTC,44.7938922566817,14955365161.578798,179169513.56389713
2025-08-25 00:00:00 UTC,45.91000542265579,15364257612.732016,302422055.19206524
2025-08-26 00:00:00 UTC,43.21047833421176,14399513547.590582,504365593.8909
2025-08-27 00:00:00 UTC,48.55351035162009,16234199549.640156,479197113.8418514
2025-08-28 00:00:00 UTC,46.964025971883586,12722656212.427324,542089932.3817662
2025-08-29 00:00:00 UTC,45.62424678428711,12380219376.684038,383617175.42216146
2025-08-30 00:00:00 UTC,44.413952865064765,12048380517.113743,398940775.8258491
2025-08-31 00:00:00 UTC,44.013176140311366,11935976557.756567,156420451.09624207
2025-09-01 00:00:00 UTC,44.30452855074537,12019447926.61887,238206904.2713155
2025-09-02 00:00:00 UTC,43.030960057683984,11649762946.676031,368495060.7621732
2025-09-03 00:00:00 UTC,44.76509710772506,12116610871.620356,316412581.5688836
2025-09-04 00:00:00 UTC,45.84922970378202,12415612292.92979,314128389.5340144
2025-09-05 00:00:00 UTC,45.39956124098302,12321047359.727148,309322790.1499973
2025-09-06 00:00:00 UTC,47.14059431690163,12763516068.587652,409036225.85306424
2025-09-07 00:00:00 UTC,46.12057832581697,12501947819.699455,187964392.824249
2025-09-08 00:00:00 UTC,47.17276567420729,12783283066.029678,190707263.74829042
2025-09-09 00:00:00 UTC,50.785024430549434,13748649461.957487,634160083.1273586
2025-09-10 00:00:00 UTC,53.21549903112607,14401275848.468454,742243346.5996542
2025-09-11 00:00:00 UTC,55.402741657431974,14993873524.140045,694694390.5691789
2025-09-12 00:00:00 UTC,56.99312031440598,15431457928.269934,919851642.4405792
2025-09-13 00:00:00 UTC,55.21023216863501,14950773653.27418,686069762.6892213
2025-09-14 00:00:00 UTC,54.53267208520934,14766717525.742043,547247465.1730239
2025-09-15 00:00:00 UTC,53.67414376500275,14533508899.309114,484026023.2732922
2025-09-16 00:00:00 UTC,53.988242577793656,14607870328.193884,555445711.7989835
2025-09-17 00:00:00 UTC,54.44349797366094,14749325578.223907,493290402.3423916
2025-09-18 00:00:00 UTC,57.68072330530448,15644930128.575544,597047090.0277205
2025-09-19 00:00:00 UTC,58.529484744885934,15820821154.757372,615804926.5882063
2025-09-20 00:00:00 UTC,56.1039292281498,15191106751.31919,498823045.14139193
2025-09-21 00:00:00 UTC,54.112570565038574,14652136922.819347,337264205.7559476
2025-09-22 00:00:00 UTC,50.89114903969352,13790601148.15417,554776919.9999816
2025-09-23 00:00:00 UTC,47.28579073083639,12803837787.13366,953714288.7899988
2025-09-24 00:00:00 UTC,44.742246352291204,12117861604.154482,734438843.910999
2025-09-25 00:00:00 UTC,45.4987308129725,12319353339.994238,821047476.8593373
2025-09-26 00:00:00 UTC,40.21880654089284,10888447332.984766,1244461583.0426266
2025-09-27 00:00:00 UTC,44.83842858693505,12137279127.192907,936402282.3940938
2025-09-28 00:00:00 UTC,45.67233551300945,12364952308.428686,529787743.5991019
2025-09-29 00:00:00 UTC,47.1639225437691,12792480586.6337,459020612.0791049
2025-09-30 00:00:00 UTC,46.23176030923877,12542345592.262669,606273567.9394279
2025-10-01 00:00:00 UTC,45.243659922432194,12250633560.554829,641784929.7299538
2025-10-02 00:00:00 UTC,47.1110175960695,12753864188.941315,526107854.2038092
2025-10-03 00:00:00 UTC,50.55567278255196,13692551459.514185,715374955.7221363
2025-10-04 00:00:00 UTC,49.44593792285132,13382161804.525206,650023179.8981303
2025-10-05 00:00:00 UTC,49.160484535614856,13330471568.374205,329521510.09741026
2025-10-06 00:00:00 UTC,48.16161601080828,13061399373.604063,546725542.7643734
2025-10-07 00:00:00 UTC,47.46710011493855,12864060556.604147,524461097.8669493
2025-10-08 00:00:00 UTC,45.19387883891405,12228430203.732313,654302298.9301844
2025-10-09 00:00:00 UTC,46.38378901765238,12535915213.089674,409215163.1968426
2025-10-10 00:00:00 UTC,44.083634682195644,11943856957.09493,526811055.7942431
2025-10-11 00:00:00 UTC,38.3190890135219,10639913015.839,1099594201.4756114
2025-10-12 00:00:00 UTC,36.957479319982106,10020273779.55119,1198052855.5543988
2025-10-13 00:00:00 UTC,39.77455955419356,10769876791.660875,727029821.6141315
2025-10-14 00:00:00 UTC,42.37579754401984,11465855850.973295,854446375.5983936
2025-10-15 00:00:00 UTC,39.53018011887073,10707585870.958101,842464826.7037237
2025-10-16 00:00:00 UTC,37.3848747502979,10129545545.066818,601669158.6026803
2025-10-17 00:00:00 UTC,36.620688932179405,9925218026.897326,639027954.6346376
2025-10-18 00:00:00 UTC,35.3833635364185,9575780445.394386,760906283.5099176
2025-10-19 00:00:00 UTC,36.805189012707935,9966745061.324177,306862093.37957746
2025-10-20 00:00:00 UTC,37.409574775379596,10129705864.284468,333306198.3086211
2025-10-21 00:00:00 UTC,37.98647390963462,10285312607.320415,424128482.02214587
2025-10-22 00:00:00 UTC,35.40987453749555,9577800344.812677,597912720.777707
2025-10-23 00:00:00 UTC,36.28777208345464,9868778446.751581,622932032.4473581
2025-10-24 00:00:00 UTC,40.15772007241474,10871850768.60689,705255602.0244751
2025-10-25 00:00:00 UTC,39.32978177575629,10639730506.754261,338369596.1799022
2025-10-26 00:00:00 UTC,44.25760686061582,11977818324.98617,367901317.4624961
2025-10-27 00:00:00 UTC,47.49945109162553,12897470612.071745,605211918.7570868
2025-10-28 00:00:00 UTC,46.53865990851148,12601561663.935255,619670670.7552179
2025-10-29 00:00:00 UTC,47.850087470894714,12946397184.54033,662284675.1676136
2025-10-30 00:00:00 UTC,47.93520763639793,12949794498.713377,755904009.9078288
2025-10-31 00:00:00 UTC,45.473036030364106,12283807954.302011,1053378288.0005509
2025-11-01 00:00:00 UTC,43.64890043638878,11813292935.740683,670244315.2632498
2025-11-02 00:00:00 UTC,43.25069969498299,11711404140.227633,393123470.40193987
2025-11-03 00:00:00 UTC,42.44030264971117,11470989376.652853,395153119.05230874
